ISBN13,Book_Title,Author_Name,Publisher_House,Publication_Date,Page_Count,Language,Country,Average_Rating,Review_Volume,Is_Bestseller,Record_Status
9788131247005,Pride and Prejudice,Jane Austen,Simon & Schuster,2021-04-11,119.0,fr,China,1.92,3118,False,Refined
9781378045890,To Kill a Mockingbird,Harper Lee,HarperCollins,2003-08-29,568.0,zh,USA,1.16,4336,False,Refined
9785373875401,Becoming,Michelle Obama,Simon & Schuster,2010-03-05,740.0,fr,Australia,4.98,4106,True,Refined
9789068857465,1984,George Orwell,Penguin Books,2001-03-22,386.0,es,Canada,2.37,3218,False,Refined
9783948595172,Pride and Prejudice,Jane Austen,Macmillan Publishers,2015-05-02,686.0,es,China,4.88,4959,True,Refined
9783802348672,Circe,Madeline Miller,Hachette Book Group,2001-10-31,800.0,es,Canada,2.24,4291,False,Refined
9785973777930,Educated,Tara Westover,Penguin Books,2001-02-11,645.0,en,Canada,2.27,1192,False,Refined
9789423273485,The Hobbit,J.R.R. Tolkien,Independent,2006-03-30,863.0,fr,Canada,4.12,874,False,Refined
9787944732371,Foundation,Isaac Asimov,Hachette Book Group,2000-09-05,727.0,es,Brazil,1.93,213,False,Refined
9788084842984,The Alchemist,Paulo Coelho,HarperCollins,2008-09-25,543.5,de,Canada,1.66,1853,False,Refined
9789269680715,The Midnight Library,Matt Haig,Macmillan Publishers,2016-02-18,860.0,es,Australia,1.26,3598,False,Refined
9789017737153,To Kill a Mockingbird,Harper Lee,HarperCollins,2006-12-08,514.0,en,Brazil,3.94,3116,False,Refined
9784379795093,Dune,Frank Herbert,Hachette Book Group,2021-03-18,562.0,de,USA,4.51,2012,False,Refined
9787690274631,Project Hail Mary,Andy Weir,Hachette Book Group,1997-10-29,150.0,es,Germany,2.76,2494,False,Refined
9787109428566,Becoming,Michelle Obama,Hachette Book Group,2023-09-02,806.0,zh,Canada,2.85,3700,False,Refined
9785876105046,Becoming,Michelle Obama,Macmillan Publishers,2011-08-10,561.0,en,Canada,2.81,1654,False,Refined
9784420882289,To Kill a Mockingbird,Harper Lee,Penguin Books,2022-01-09,216.0,de,France,1.34,3146,False,Refined
9785079161918,Foundation,Isaac Asimov,Macmillan Publishers,2001-06-06,489.0,en,Canada,4.65,4632,True,Refined
9784731547225,Becoming,Michelle Obama,HarperCollins,2023-10-25,529.0,fr,Germany,3.92,3655,False,Refined
9785125032122,Educated,Tara Westover,Independent,1998-03-10,883.0,fr,USA,2.83,4084,False,Refined
9782021679756,The Alchemist,Paulo Coelho,Hachette Book Group,1996-07-14,587.0,de,China,2.77,4925,False,Refined
9781891796718,Sapiens,Yuval Noah Harari,HarperCollins,2019-06-19,156.0,fr,USA,1.58,265,False,Refined
9781376680187,Brave New World,Aldous Huxley,Penguin Books,2007-05-31,282.0,es,Germany,3.44,4873,False,Refined
9781153931824,Fahrenheit 451,Ray Bradbury,Simon & Schuster,2011-08-20,477.0,de,UK,4.03,4509,False,Refined
9786473585962,Where the Crawdads Sing,Delia Owens,Hachette Book Group,2007-07-22,637.0,es,Australia,3.45,895,False,Refined
9785239945630,Man's Search for Meaning,Viktor Frankl,Macmillan Publishers,1998-12-27,907.0,fr,China,3.44,2592,False,Refined
9787711463369,Foundation,Isaac Asimov,Hachette Book Group,1997-10-09,609.0,de,Canada,4.53,1906,False,Refined
9781507695800,The Midnight Library,Matt Haig,Macmillan Publishers,1998-01-22,915.0,en,Australia,4.2,3396,False,Refined
9781911984483,Sapiens,Yuval Noah Harari,Independent,2013-06-25,360.0,en,Germany,2.2,4505,False,Refined
9786761104130,To Kill a Mockingbird,Harper Lee,Hachette Book Group,1998-06-26,129.0,es,Australia,2.32,2768,False,Refined
9784424181518,The Alchemist,Paulo Coelho,HarperCollins,2004-07-08,259.0,de,Pakistan,4.58,3788,True,Refined
9783301610601,Project Hail Mary,Andy Weir,Independent,2000-03-19,801.0,fr,France,1.26,1223,False,Refined
9784618105265,Pride and Prejudice,Jane Austen,Hachette Book Group,1998-12-12,498.0,es,Brazil,1.47,2525,False,Refined
9786461039810,Project Hail Mary,Andy Weir,Penguin Books,2003-10-27,998.0,es,France,2.81,2479,False,Refined
9785692698971,Where the Crawdads Sing,Delia Owens,Hachette Book Group,2024-12-30,918.0,de,Pakistan,1.62,2786,False,Refined
9782405905813,Man's Search for Meaning,Viktor Frankl,Penguin Books,2002-12-18,792.0,es,Australia,3.9,3763,False,Refined
9785312619071,Where the Crawdads Sing,Delia Owens,Penguin Books,1999-06-17,992.0,en,France,2.87,377,False,Refined
9789686486562,Brave New World,Aldous Huxley,Simon & Schuster,1997-06-17,314.0,fr,Australia,1.77,2266,False,Refined
9782171040915,Where the Crawdads Sing,Delia Owens,HarperCollins,2013-11-03,217.0,en,Brazil,3.24,838,False,Refined
9782164159934,To Kill a Mockingbird,Harper Lee,Simon & Schuster,2000-05-13,350.0,es,UK,2.25,2774,False,Refined
9783901232981,The Midnight Library,Matt Haig,Penguin Books,2008-11-28,155.0,en,China,2.57,4883,False,Refined
9787942021507,Fahrenheit 451,Ray Bradbury,Simon & Schuster,2011-03-18,937.0,es,Pakistan,1.31,3814,False,Refined
9785712708693,Fahrenheit 451,Ray Bradbury,Simon & Schuster,1997-03-17,827.0,de,India,1.93,1833,False,Refined
9789215678070,1984,George Orwell,Macmillan Publishers,2017-11-21,816.0,fr,France,2.81,247,False,Refined
9786028554337,The Alchemist,Paulo Coelho,Simon & Schuster,1999-01-01,688.0,es,Pakistan,1.41,876,False,Refined
9787583092079,Brave New World,Aldous Huxley,Macmillan Publishers,1999-08-17,523.0,es,Brazil,1.97,1302,False,Refined
9789504916685,To Kill a Mockingbird,Harper Lee,Hachette Book Group,2010-10-07,657.0,es,Canada,3.65,638,False,Refined
9787855092056,The Alchemist,Paulo Coelho,Simon & Schuster,2001-03-20,199.0,de,Canada,2.23,3324,False,Refined
9786922377726,Foundation,Isaac Asimov,Macmillan Publishers,1997-03-08,776.0,en,UK,1.87,1138,False,Refined
9784251624056,The Midnight Library,Matt Haig,HarperCollins,2005-10-18,644.0,fr,China,3.46,3663,False,Refined
9788213650687,To Kill a Mockingbird,Harper Lee,Macmillan Publishers,2010-09-03,191.0,zh,USA,3.45,4181,False,Refined
9785563018598,Brave New World,Aldous Huxley,Hachette Book Group,2023-09-25,100.0,zh,France,1.44,2311,False,Refined
9786939036170,Dune,Frank Herbert,Macmillan Publishers,2006-08-05,658.0,es,Canada,2.9,1541,False,Refined
9788902579565,The Catcher in the Rye,J.D. Salinger,HarperCollins,2013-03-05,993.0,es,Canada,1.05,128,False,Refined
9781583152392,The Hobbit,J.R.R. Tolkien,HarperCollins,1997-04-22,925.0,de,India,4.57,4951,True,Refined
9787482887706,Fahrenheit 451,Ray Bradbury,Hachette Book Group,2005-12-05,543.5,fr,Australia,1.74,4952,False,Refined
9786451389154,The Great Gatsby,F. Scott Fitzgerald,Hachette Book Group,2000-04-06,475.0,en,USA,3.27,3019,False,Refined
9788640187694,The Silent Patient,Alex Michaelides,Macmillan Publishers,2002-12-05,180.0,zh,Brazil,1.35,3870,False,Refined
9787784452486,The Silent Patient,Alex Michaelides,Hachette Book Group,2023-10-01,451.0,zh,USA,2.88,4199,False,Refined
9787103217717,To Kill a Mockingbird,Harper Lee,Simon & Schuster,2013-02-21,271.0,en,Brazil,4.0,4617,False,Refined
9789811640292,Dune,Frank Herbert,Simon & Schuster,1998-02-10,127.0,fr,India,1.33,4141,False,Refined
9786501732573,1984,George Orwell,Simon & Schuster,2025-06-24,859.0,en,Brazil,1.7,4847,False,Refined
9784469649363,The Catcher in the Rye,J.D. Salinger,Simon & Schuster,2015-07-10,596.0,es,Pakistan,4.45,2808,False,Refined
9789562384841,Foundation,Isaac Asimov,Macmillan Publishers,2015-06-11,776.0,de,Canada,1.84,2826,False,Refined
9781225585432,Where the Crawdads Sing,Delia Owens,Macmillan Publishers,2008-03-24,587.0,fr,India,3.98,4362,False,Refined
9787333314020,Pride and Prejudice,Jane Austen,HarperCollins,2002-04-28,991.0,de,USA,2.16,3676,False,Refined
9781176169319,Man's Search for Meaning,Viktor Frankl,Hachette Book Group,1997-07-10,462.0,de,Brazil,4.67,2233,False,Refined
9787803987709,Where the Crawdads Sing,Delia Owens,Independent,2015-04-09,851.0,zh,Australia,3.08,1473,False,Refined
9784572079205,The Midnight Library,Matt Haig,Penguin Books,2007-09-02,200.0,zh,UK,3.74,2879,False,Refined
9781146208285,Circe,Madeline Miller,Hachette Book Group,2021-12-28,158.0,zh,Australia,4.8,997,False,Refined
9785852914708,Foundation,Isaac Asimov,Hachette Book Group,2017-10-29,213.0,es,Germany,2.18,620,False,Refined
9788599339588,1984,George Orwell,Simon & Schuster,2014-07-28,265.0,en,Germany,4.11,3135,False,Refined
9782136726892,1984,George Orwell,Macmillan Publishers,2023-01-01,603.0,es,Brazil,2.57,4030,False,Refined
9783763116394,The Hobbit,J.R.R. Tolkien,Independent,2014-07-01,205.0,en,UK,1.28,2052,False,Refined
9783750219066,The Alchemist,Paulo Coelho,Penguin Books,1996-04-21,499.0,fr,Canada,3.8,3205,False,Refined
9787348560496,The Alchemist,Paulo Coelho,Macmillan Publishers,2022-12-21,653.0,es,USA,2.54,3949,False,Refined
9786595603986,The Catcher in the Rye,J.D. Salinger,Penguin Books,1997-10-02,762.0,en,France,3.14,2785,False,Refined
9783782247929,Brave New World,Aldous Huxley,HarperCollins,2001-03-30,140.0,de,Australia,2.2,3195,False,Refined
9783089516830,The Catcher in the Rye,J.D. Salinger,Macmillan Publishers,2017-08-13,243.0,en,Australia,1.1,4857,False,Refined
9788058382074,Sapiens,Yuval Noah Harari,Macmillan Publishers,2002-03-01,954.0,de,USA,1.15,459,False,Refined
9781507609787,Pride and Prejudice,Jane Austen,Independent,2005-07-22,794.0,zh,Canada,3.96,1908,False,Refined
9785376842282,Educated,Tara Westover,Hachette Book Group,2024-01-23,348.0,es,USA,1.69,409,False,Refined
9783538508163,Where the Crawdads Sing,Delia Owens,Penguin Books,2020-12-29,609.0,zh,Brazil,1.88,1660,False,Refined
9782392578489,Pride and Prejudice,Jane Austen,Hachette Book Group,2001-08-18,240.0,fr,Australia,4.06,4858,False,Refined
9782783074271,1984,George Orwell,Simon & Schuster,2001-04-16,268.0,de,Australia,4.7,333,False,Refined
9781677546830,Foundation,Isaac Asimov,Macmillan Publishers,2022-06-30,106.0,en,Canada,4.7,4863,True,Refined
9783973656415,The Alchemist,Paulo Coelho,HarperCollins,2019-09-12,755.0,fr,Pakistan,2.8,1959,False,Refined
9783560968626,Project Hail Mary,Andy Weir,Macmillan Publishers,1998-08-30,190.0,fr,France,2.68,4568,False,Refined
9785195287460,Man's Search for Meaning,Viktor Frankl,Hachette Book Group,2009-11-18,983.0,zh,Pakistan,1.88,1704,False,Refined
9787332554920,Educated,Tara Westover,HarperCollins,2018-12-13,786.0,en,USA,3.58,2335,False,Refined
9788552304952,Foundation,Isaac Asimov,Penguin Books,2021-06-07,858.0,en,Pakistan,1.7,238,False,Refined
9788393369940,The Great Gatsby,F. Scott Fitzgerald,Hachette Book Group,2000-02-10,433.0,de,Australia,3.99,2668,False,Refined
9781421182269,The Great Gatsby,F. Scott Fitzgerald,Macmillan Publishers,2017-02-22,484.0,es,UK,2.88,3968,False,Refined
9782954170921,Circe,Madeline Miller,Macmillan Publishers,2009-05-12,239.0,de,Australia,3.53,2209,False,Refined
9785551169498,Dune,Frank Herbert,HarperCollins,2021-02-17,972.0,de,India,2.67,2814,False,Refined
9784672214312,Becoming,Michelle Obama,Penguin Books,2007-08-25,977.0,zh,India,4.45,1773,False,Refined
9789652228183,1984,George Orwell,Macmillan Publishers,2015-01-19,353.0,fr,China,3.32,4847,False,Refined
9781189941491,The Midnight Library,Matt Haig,Macmillan Publishers,2003-07-01,134.0,de,Pakistan,2.58,802,False,Refined
9784234448365,Sapiens,Yuval Noah Harari,Macmillan Publishers,2016-05-03,543.5,fr,Germany,1.96,743,False,Refined
9788315637075,Becoming,Michelle Obama,Hachette Book Group,1999-12-08,124.0,de,India,4.09,3320,False,Refined
9783694254580,Fahrenheit 451,Ray Bradbury,Macmillan Publishers,2011-03-08,643.0,en,Germany,2.7,2210,False,Refined
9784412260278,Dune,Frank Herbert,Penguin Books,1998-04-14,443.0,en,Pakistan,4.78,2981,False,Refined
9785470521233,The Catcher in the Rye,J.D. Salinger,Simon & Schuster,2018-04-03,763.0,zh,UK,3.24,1677,False,Refined
9786263212814,Sapiens,Yuval Noah Harari,Simon & Schuster,2014-02-14,615.0,de,Germany,1.22,3054,False,Refined
9784562932351,Man's Search for Meaning,Viktor Frankl,Macmillan Publishers,2002-04-04,794.0,zh,Germany,2.81,3015,False,Refined
9789091628107,The Silent Patient,Alex Michaelides,Penguin Books,2022-07-09,500.0,es,Germany,4.83,630,False,Refined
9783131715682,Educated,Tara Westover,HarperCollins,2002-10-05,742.0,en,Germany,2.67,4435,False,Refined
9783768898601,The Hobbit,J.R.R. Tolkien,Simon & Schuster,2017-08-20,164.0,en,Australia,4.34,4256,False,Refined
9788674352222,To Kill a Mockingbird,Harper Lee,Macmillan Publishers,1999-07-02,781.0,zh,Pakistan,2.78,2491,False,Refined
9782116723521,Brave New World,Aldous Huxley,Macmillan Publishers,2009-06-07,395.0,en,Canada,2.41,3734,False,Refined
9782225124755,Becoming,Michelle Obama,HarperCollins,1996-03-23,913.0,es,Canada,1.95,337,False,Refined
9786413407687,Fahrenheit 451,Ray Bradbury,HarperCollins,2016-11-29,675.0,en,France,4.91,1211,False,Refined
9787586946365,Becoming,Michelle Obama,Penguin Books,2024-12-30,514.0,de,Canada,4.79,2623,False,Refined
9788324857808,Sapiens,Yuval Noah Harari,Macmillan Publishers,2013-02-11,872.0,zh,Canada,4.2,3621,False,Refined
9784866219906,The Alchemist,Paulo Coelho,HarperCollins,2001-05-27,219.0,fr,USA,2.61,1805,False,Refined
9783261016130,Project Hail Mary,Andy Weir,Simon & Schuster,2017-05-03,123.0,en,Pakistan,4.4,715,False,Refined
9785051881463,The Alchemist,Paulo Coelho,Simon & Schuster,2008-04-13,251.0,de,France,2.54,99,False,Refined
9781376233267,Fahrenheit 451,Ray Bradbury,Macmillan Publishers,2007-06-22,922.0,de,Germany,1.66,3472,False,Refined
9783568114320,Dune,Frank Herbert,HarperCollins,2016-10-17,410.0,de,Pakistan,4.95,541,False,Refined
9781379882490,Pride and Prejudice,Jane Austen,Macmillan Publishers,1997-06-17,379.0,de,Canada,3.22,4652,False,Refined
9788869598656,Becoming,Michelle Obama,Simon & Schuster,2001-04-09,602.0,en,Germany,4.34,2489,False,Refined
9781010508398,The Great Gatsby,F. Scott Fitzgerald,Simon & Schuster,2012-08-26,755.0,de,UK,3.62,2356,False,Refined
9781122159993,The Great Gatsby,F. Scott Fitzgerald,Simon & Schuster,2003-12-31,168.0,zh,France,3.32,4633,False,Refined
9784514489277,The Alchemist,Paulo Coelho,Simon & Schuster,2003-02-15,850.0,zh,USA,4.38,1334,False,Refined
9785876924163,Fahrenheit 451,Ray Bradbury,HarperCollins,2023-09-29,543.5,fr,China,3.54,2916,False,Refined
9783207039799,The Silent Patient,Alex Michaelides,HarperCollins,2021-11-16,713.0,es,Pakistan,2.29,2590,False,Refined
9782557023069,Brave New World,Aldous Huxley,Hachette Book Group,2000-02-05,460.0,es,USA,1.55,2305,False,Refined
9781700204852,To Kill a Mockingbird,Harper Lee,HarperCollins,2019-03-08,615.0,es,Australia,4.18,4576,False,Refined
9784447056094,Man's Search for Meaning,Viktor Frankl,Macmillan Publishers,2005-06-17,178.0,en,Canada,4.69,3928,True,Refined
9788804121811,Educated,Tara Westover,Hachette Book Group,2002-08-26,881.0,fr,Canada,3.84,235,False,Refined
9786268097086,Educated,Tara Westover,HarperCollins,2016-09-13,233.0,en,China,3.76,915,False,Refined
9781182608864,The Hobbit,J.R.R. Tolkien,Independent,2024-08-23,912.0,zh,Brazil,1.24,974,False,Refined
9783867261857,Brave New World,Aldous Huxley,Independent,2020-07-24,716.0,es,Brazil,4.6,1513,False,Refined
9789340160676,Educated,Tara Westover,Hachette Book Group,2010-07-07,460.0,es,Pakistan,4.12,1981,False,Refined
9784278108191,Dune,Frank Herbert,Hachette Book Group,2016-05-19,543.5,es,Germany,1.69,4400,False,Refined
9787333854872,Circe,Madeline Miller,Hachette Book Group,2017-10-23,550.0,en,Canada,4.34,3109,False,Refined
9789523846861,The Hobbit,J.R.R. Tolkien,Penguin Books,2005-03-20,212.0,zh,Canada,2.98,2959,False,Refined
9785648219528,Project Hail Mary,Andy Weir,Macmillan Publishers,2020-12-04,494.0,fr,India,3.4,2555,False,Refined
9787674017947,The Great Gatsby,F. Scott Fitzgerald,Simon & Schuster,2006-12-02,293.0,en,India,4.76,3010,True,Refined
9783886628103,The Alchemist,Paulo Coelho,Macmillan Publishers,2006-06-19,635.0,en,UK,1.57,3281,False,Refined
9785572896413,Becoming,Michelle Obama,HarperCollins,2010-12-04,305.0,zh,China,1.49,3479,False,Refined
9787844674517,Dune,Frank Herbert,Macmillan Publishers,2010-02-21,587.0,zh,China,4.95,4189,True,Refined
9785819769602,Where the Crawdads Sing,Delia Owens,Macmillan Publishers,2003-10-23,336.0,es,USA,1.4,432,False,Refined
9785175019827,The Midnight Library,Matt Haig,Macmillan Publishers,1998-12-30,795.0,fr,Canada,2.21,789,False,Refined
9788591664389,Man's Search for Meaning,Viktor Frankl,Macmillan Publishers,2017-01-21,400.0,de,India,3.02,4443,False,Refined
9784281204295,Sapiens,Yuval Noah Harari,Independent,2020-10-09,492.0,de,France,4.41,3625,False,Refined
9788642389509,Sapiens,Yuval Noah Harari,HarperCollins,2004-01-26,541.0,es,Germany,3.86,3993,False,Refined
9787752591527,The Alchemist,Paulo Coelho,Macmillan Publishers,2000-11-23,974.0,es,Pakistan,1.22,2157,False,Refined
9788200460216,Foundation,Isaac Asimov,Simon & Schuster,2011-09-28,162.0,en,Brazil,1.18,3001,False,Refined
9787979978982,The Midnight Library,Matt Haig,Macmillan Publishers,2021-10-01,538.0,fr,France,2.65,462,False,Refined
9783544904142,Brave New World,Aldous Huxley,Penguin Books,2012-06-09,543.5,fr,Canada,1.08,2671,False,Refined
9789166493111,The Hobbit,J.R.R. Tolkien,Simon & Schuster,2025-03-14,812.0,de,Brazil,1.09,2592,False,Refined
9783097484316,Dune,Frank Herbert,HarperCollins,2011-01-17,608.0,zh,France,1.67,2453,False,Refined
9786214434351,The Alchemist,Paulo Coelho,Simon & Schuster,2023-12-26,404.0,zh,China,4.22,753,False,Refined
9786741675770,Dune,Frank Herbert,Penguin Books,2000-09-15,920.0,zh,India,2.71,2845,False,Refined
9786583066750,Brave New World,Aldous Huxley,Hachette Book Group,2012-01-23,304.0,de,China,2.01,4221,False,Refined
9784783421979,Becoming,Michelle Obama,Hachette Book Group,2017-09-30,690.0,de,Australia,3.64,3828,False,Refined
9789189797508,Foundation,Isaac Asimov,Hachette Book Group,1998-01-01,161.0,zh,Australia,2.46,1210,False,Refined
9788920443666,Brave New World,Aldous Huxley,Macmillan Publishers,2011-10-28,980.0,en,Australia,4.38,2186,False,Refined
9786309137211,1984,George Orwell,HarperCollins,2021-01-08,253.0,es,USA,1.98,2543,False,Refined
9784889761307,The Hobbit,J.R.R. Tolkien,HarperCollins,2018-12-20,379.0,es,USA,2.03,2275,False,Refined
9781085507405,Project Hail Mary,Andy Weir,Penguin Books,2012-01-13,716.0,fr,UK,4.6,3334,True,Refined
9784619584847,The Silent Patient,Alex Michaelides,HarperCollins,2021-02-04,684.0,zh,UK,3.09,4754,False,Refined
9781387615589,1984,George Orwell,Hachette Book Group,2020-08-18,891.0,fr,France,4.33,3194,False,Refined
9781936338890,The Hobbit,J.R.R. Tolkien,Penguin Books,2018-04-05,319.0,fr,India,2.63,4829,False,Refined
9787115094199,Where the Crawdads Sing,Delia Owens,Independent,2013-08-28,1000.0,es,France,2.9,3012,False,Refined
9789824750522,Foundation,Isaac Asimov,HarperCollins,2014-10-08,665.0,de,Germany,3.56,2972,False,Refined
9784723534498,Sapiens,Yuval Noah Harari,Macmillan Publishers,2008-09-09,108.0,de,Germany,2.2,1928,False,Refined
9789228688342,Becoming,Michelle Obama,Simon & Schuster,1997-03-17,516.0,en,Germany,4.47,4027,False,Refined
9788376116786,To Kill a Mockingbird,Harper Lee,Penguin Books,2018-12-03,815.0,fr,Pakistan,1.27,3447,False,Refined
9789813697315,To Kill a Mockingbird,Harper Lee,HarperCollins,1997-11-06,554.0,es,USA,2.6,2503,False,Refined
9789329737841,Becoming,Michelle Obama,Macmillan Publishers,2004-08-28,994.0,es,Germany,1.69,4858,False,Refined
9785657458027,Circe,Madeline Miller,Simon & Schuster,2017-12-15,502.0,de,Brazil,1.9,188,False,Refined
9784894868679,The Great Gatsby,F. Scott Fitzgerald,Macmillan Publishers,2017-03-22,368.0,es,USA,2.6,3513,False,Refined
9783436289709,The Catcher in the Rye,J.D. Salinger,Penguin Books,2002-07-12,545.0,de,India,1.47,1664,False,Refined
9787417403386,1984,George Orwell,HarperCollins,2006-10-08,976.0,es,Brazil,1.86,2318,False,Refined
9781626819783,Becoming,Michelle Obama,Simon & Schuster,2014-05-16,341.0,zh,India,4.63,3028,True,Refined
9785339292385,The Silent Patient,Alex Michaelides,HarperCollins,2011-08-13,809.0,de,Australia,3.85,3467,False,Refined
9783392296673,Where the Crawdads Sing,Delia Owens,Penguin Books,2011-03-09,340.0,de,France,4.99,4900,True,Refined
9787956377623,The Midnight Library,Matt Haig,Simon & Schuster,2008-05-30,543.5,fr,Canada,4.87,4583,True,Refined
9787458542977,Becoming,Michelle Obama,Simon & Schuster,2005-02-12,235.0,en,France,3.84,3546,False,Refined
9785202696802,Project Hail Mary,Andy Weir,Macmillan Publishers,2013-07-06,865.0,fr,China,2.13,2156,False,Refined
9787515348075,1984,George Orwell,Macmillan Publishers,2018-09-18,423.0,de,Canada,3.22,3604,False,Refined
9781786585993,The Great Gatsby,F. Scott Fitzgerald,Macmillan Publishers,2014-06-11,543.5,de,China,1.46,4054,False,Refined
9787378883336,Sapiens,Yuval Noah Harari,Macmillan Publishers,2021-01-25,966.0,es,UK,2.4,1668,False,Refined
9788827886095,Becoming,Michelle Obama,Hachette Book Group,1996-05-15,699.0,es,Brazil,4.99,33,False,Refined
9784953144588,The Hobbit,J.R.R. Tolkien,HarperCollins,2003-10-09,793.0,en,France,1.1,999,False,Refined
9788889757029,Where the Crawdads Sing,Delia Owens,Independent,2024-10-26,183.0,de,India,2.82,2206,False,Refined
9789379034387,Project Hail Mary,Andy Weir,Simon & Schuster,2000-08-01,232.0,es,USA,4.21,2317,False,Refined
9787881789697,The Silent Patient,Alex Michaelides,Penguin Books,2008-03-23,361.0,es,Australia,4.86,3267,True,Refined
9787023245961,Becoming,Michelle Obama,HarperCollins,2020-09-15,405.0,de,China,3.94,2540,False,Refined
9783858387914,The Catcher in the Rye,J.D. Salinger,Simon & Schuster,2003-02-13,304.0,de,India,4.54,3902,True,Refined
9788544069858,The Silent Patient,Alex Michaelides,Simon & Schuster,1998-07-31,290.0,de,China,1.37,4205,False,Refined
9784065041081,The Great Gatsby,F. Scott Fitzgerald,Macmillan Publishers,2002-06-19,744.0,zh,UK,2.16,3582,False,Refined
9789172908825,Brave New World,Aldous Huxley,HarperCollins,2002-08-26,537.0,fr,Brazil,1.19,626,False,Refined
9787119956976,Man's Search for Meaning,Viktor Frankl,Penguin Books,2005-04-10,776.0,zh,Germany,2.42,4796,False,Refined
9782988049941,Where the Crawdads Sing,Delia Owens,HarperCollins,2008-06-27,146.0,en,China,4.51,2438,False,Refined
9786433453122,Fahrenheit 451,Ray Bradbury,Independent,2016-08-24,289.0,en,Brazil,2.04,871,False,Refined
9781501129341,Pride and Prejudice,Jane Austen,HarperCollins,1996-09-12,588.0,de,China,4.48,4930,False,Refined
9782299900457,Foundation,Isaac Asimov,HarperCollins,2020-01-21,114.0,es,UK,4.26,1541,False,Refined
9783790611308,Educated,Tara Westover,Macmillan Publishers,1998-01-12,978.0,zh,Australia,1.34,3796,False,Refined
9788312603168,Where the Crawdads Sing,Delia Owens,Macmillan Publishers,2004-12-19,120.0,de,Brazil,1.97,2415,False,Refined
9782433875095,Project Hail Mary,Andy Weir,Penguin Books,1997-11-02,967.0,de,China,4.39,4740,False,Refined
9785453955027,Brave New World,Aldous Huxley,Macmillan Publishers,2004-04-23,625.0,zh,Brazil,4.74,3996,True,Refined
9785567743118,The Midnight Library,Matt Haig,Macmillan Publishers,2004-11-18,219.0,de,Brazil,4.76,2840,False,Refined
9786120465592,Becoming,Michelle Obama,Simon & Schuster,2006-06-18,337.0,zh,Australia,3.35,2778,False,Refined
9788350343413,Fahrenheit 451,Ray Bradbury,Macmillan Publishers,1996-11-05,852.0,fr,India,4.2,1327,False,Refined
9788159952959,The Silent Patient,Alex Michaelides,HarperCollins,2018-05-05,304.0,es,Brazil,2.97,3407,False,Refined
9785372837607,The Great Gatsby,F. Scott Fitzgerald,Simon & Schuster,2010-02-06,543.5,es,Canada,4.31,4124,False,Refined
9781973627242,The Hobbit,J.R.R. Tolkien,Hachette Book Group,2016-01-24,598.0,fr,France,4.14,382,False,Refined
9789359156230,Educated,Tara Westover,Independent,2021-02-20,208.0,zh,Brazil,4.13,834,False,Refined
9782553225274,Where the Crawdads Sing,Delia Owens,Simon & Schuster,2006-04-24,880.0,zh,India,3.93,813,False,Refined
9786162079678,Educated,Tara Westover,Macmillan Publishers,2025-10-27,351.0,de,France,2.15,1402,False,Refined
9783856132881,The Hobbit,J.R.R. Tolkien,HarperCollins,2002-05-11,531.0,es,Canada,4.21,3386,False,Refined
9785422798091,Man's Search for Meaning,Viktor Frankl,HarperCollins,2025-09-02,834.0,zh,UK,1.34,2578,False,Refined
9785558971767,The Hobbit,J.R.R. Tolkien,Penguin Books,1996-07-02,756.0,es,Brazil,1.23,4258,False,Refined
9789046820375,Sapiens,Yuval Noah Harari,Simon & Schuster,2010-09-05,108.0,fr,Pakistan,3.44,1203,False,Refined
9788081357418,Circe,Madeline Miller,HarperCollins,2012-08-03,186.0,en,Pakistan,2.34,1032,False,Refined
9789988591612,Circe,Madeline Miller,Hachette Book Group,2012-02-10,633.0,fr,Canada,1.09,4423,False,Refined
9788415300767,Brave New World,Aldous Huxley,Independent,2021-02-28,849.0,en,France,2.04,4157,False,Refined
9787222277556,Where the Crawdads Sing,Delia Owens,Hachette Book Group,2025-11-18,564.0,fr,Australia,4.22,4764,False,Refined
9786299293408,Sapiens,Yuval Noah Harari,Simon & Schuster,2013-05-09,782.0,zh,Canada,3.86,4257,False,Refined
9783501256025,Man's Search for Meaning,Viktor Frankl,Simon & Schuster,2005-09-26,200.0,es,China,4.31,671,False,Refined
9783045491387,Educated,Tara Westover,Macmillan Publishers,2022-08-12,478.0,zh,China,3.35,4251,False,Refined
9789475140777,Dune,Frank Herbert,HarperCollins,2019-08-23,617.0,es,India,3.84,1059,False,Refined
9786208260061,Man's Search for Meaning,Viktor Frankl,Macmillan Publishers,2024-08-26,864.0,es,Pakistan,2.48,972,False,Refined
9782243782053,Where the Crawdads Sing,Delia Owens,Independent,2019-03-29,220.0,fr,Germany,4.96,2484,False,Refined
9787827384148,Educated,Tara Westover,Penguin Books,2012-06-05,543.5,es,Canada,4.28,4004,False,Refined
9784738453527,The Silent Patient,Alex Michaelides,Macmillan Publishers,2004-07-13,686.0,fr,Brazil,2.81,2767,False,Refined
9788028543315,Foundation,Isaac Asimov,Macmillan Publishers,1996-03-09,559.0,es,France,1.36,3355,False,Refined
9783323553486,To Kill a Mockingbird,Harper Lee,Macmillan Publishers,2013-09-03,761.0,en,Canada,3.83,4685,False,Refined
9783402402094,Brave New World,Aldous Huxley,HarperCollins,1998-05-13,654.0,zh,USA,4.83,4274,True,Refined
